model,split,mse,rmse,r2,adj_r2
xgb,train,86.12281005333034,9.280237607590138,0.6304390635331012,0.6301131001933289
xgb,tune,94.02572430566894,9.696686253853372,0.5849775646464115,0.5838889812094185
xgb,test,115.26609314755461,10.736204783234838,0.5255395637845648,0.5243007636900074
xgb,test2,219.1272516816502,14.802947398462583,0.32465862097185283,0.32463896381214197
