"Report Type","DBN","School Name","Grade","Year","Demographic Category","Demographic Variable","# Total Days","# Days Absent","# Days Present","% Attendance","# Contributing 20+ Total Days","# Chronically Absent","% Chronically Absent","Total Enrollment","Grade PK (Half Day & Full Day)","Grade K","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12","# Female","% Female","# Male","% Male","# Asian","% Asian","# Black","% Black","# Hispanic","% Hispanic","# Multiple Race Categories Not Represented","% Multiple Race Categories Not Represented","# White","% White","# Students with Disabilities","% Students with Disabilities","# English Language Learners","% English Language Learners","# Poverty","% Poverty","Economic Need Index"
"School","17K394","M.S. K394","All Grades","2016-17","All Students","All Students",96058,8701,87357,90.9,586,193,32.9,552,60,56,58,57,45,65,51,53,51,56,0,0,0,0,309,56,243,44,44,8,415,75.2,88,15.9,1,0.2,4,0.7,88,15.9,32,5.8,516,93.5,79.5
"School","17K397","P.S. 397 Foster-Laurie","All Grades","2016-17","All Students","All Students",36307,2260,34047,93.8,224,41,18.3,203,18,26,22,35,25,39,38,0,0,0,0,0,0,0,104,51.2,99,48.8,7,3.4,160,78.8,13,6.4,3,1.5,20,9.9,38,18.7,30,14.8,170,83.7,68.3
"School","17K398","P.S. 398 Walter Weaver","All Grades","2016-17","All Students","All Students",59045,6020,53025,89.8,366,153,41.8,344,42,54,57,53,49,43,46,0,0,0,0,0,0,0,158,45.9,186,54.1,5,1.5,259,75.3,42,12.2,32,9.3,6,1.7,96,27.9,34,9.9,335,97.4,86.2
"School","17K399","P.S. 399 Stanley Eugene Clark","All Grades","2016-17","All Students","All Students",80844,6661,74183,91.8,515,160,31.1,470,0,77,62,70,82,86,93,0,0,0,0,0,0,0,234,49.8,236,50.2,10,2.1,357,76,54,11.5,39,8.3,10,2.1,52,11.1,39,8.3,453,96.4,72.3
"School","17K408","Academy of Hospitality and Tourism","All Grades","2016-17","All Students","All Students",29631,5300,24331,82.1,219,91,41.6,191,0,0,0,0,0,0,0,0,0,0,62,59,32,38,106,55.5,85,44.5,8,4.2,152,79.6,22,11.5,2,1,7,3.7,42,22,29,15.2,163,85.3,65.4
"School","17K484","Ronald Edmonds Learning Center II","All Grades","2016-17","All Students","All Students",24016,1947,22069,91.9,146,39,26.7,144,0,0,0,0,0,0,0,55,41,48,0,0,0,0,66,45.8,78,54.2,1,0.7,113,78.5,21,14.6,7,4.9,2,1.4,36,25,9,6.3,121,84,86.7
"School","17K489","W.E.B. Dubois Academic High School","All Grades","2016-17","All Students","All Students",14497,5651,8846,61,120,103,85.8,105,0,0,0,0,0,0,0,0,0,0,14,41,18,32,44,41.9,61,58.1,2,1.9,87,82.9,13,12.4,2,1.9,1,1,17,16.2,1,1,77,73.3,60.8
"School","17K524","International High School at Prospect Heights","All Grades","2016-17","All Students","All Students",65850,7682,58168,88.3,417,131,31.4,420,0,0,0,0,0,0,0,0,0,0,112,110,108,90,168,40,252,60,74,17.6,94,22.4,199,47.4,4,1,49,11.7,24,5.7,373,88.8,222,52.9,92.2
"School","17K528","The High School for Global Citizenship","All Grades","2016-17","All Students","All Students",33463,3442,30021,89.7,229,73,31.9,214,0,0,0,0,0,0,0,0,0,0,59,44,58,53,94,43.9,120,56.1,7,3.3,165,77.1,29,13.6,5,2.3,8,3.7,39,18.2,37,17.3,201,93.9,66.5
"School","17K531","School for Human Rights, The","All Grades","2016-17","All Students","All Students",58789,4237,54552,92.8,374,73,19.5,357,0,0,0,0,0,0,0,18,15,46,63,75,83,57,166,46.5,191,53.5,4,1.1,317,88.8,28,7.8,3,0.8,5,1.4,67,18.8,18,5,304,85.2,62.3
"School","17K532","New Bridges Elementary","All Grades","2016-17","All Students","All Students",82471,6911,75560,91.6,492,145,29.5,471,68,73,71,68,74,71,46,0,0,0,0,0,0,0,219,46.5,252,53.5,4,0.8,330,70.1,108,22.9,10,2.1,19,4,109,23.1,51,10.8,403,85.6,79.8
"School","17K537","High School for Youth and Community Development at","All Grades","2016-17","All Students","All Students",69280,8555,60725,87.7,468,166,35.5,432,0,0,0,0,0,0,0,0,0,0,123,127,100,82,143,33.1,289,66.9,7,1.6,344,79.6,60,13.9,10,2.3,11,2.5,99,22.9,45,10.4,351,81.3,69.3
"School","17K539","High School for Service & Learning at Erasmus","All Grades","2016-17","All Students","All Students",60167,9696,50471,83.9,406,152,37.4,362,0,0,0,0,0,0,0,0,0,0,55,95,126,86,122,33.7,240,66.3,10,2.8,284,78.5,50,13.8,8,2.2,10,2.8,68,18.8,46,12.7,270,74.6,67.5
"School","17K543","Science, Technology and Research Early College Hig","All Grades","2016-17","All Students","All Students",92457,3459,88998,96.3,577,59,10.2,559,0,0,0,0,0,0,0,72,71,66,95,100,71,84,259,46.3,300,53.7,26,4.7,455,81.4,65,11.6,7,1.3,6,1.1,58,10.4,4,0.7,432,77.3,50.9
"School","17K546","High School for Public Service: Heroes of Tomorrow","All Grades","2016-17","All Students","All Students",73117,4820,68297,93.4,459,72,15.7,460,0,0,0,0,0,0,0,0,0,0,115,127,124,94,304,66.1,156,33.9,21,4.6,347,75.4,79,17.2,8,1.7,5,1.1,67,14.6,10,2.2,382,83,61.5
"School","17K547","Brooklyn Academy of Science and the Environment","All Grades","2016-17","All Students","All Students",61574,6094,55480,90.1,414,119,28.7,386,0,0,0,0,0,0,0,0,0,0,114,124,60,88,148,38.3,238,61.7,19,4.9,313,81.1,37,9.6,8,2.1,9,2.3,70,18.1,20,5.2,313,81.1,65.1
"School","17K548","Brooklyn School for Music & Theatre","All Grades","2016-17","All Students","All Students",50181,8387,41794,83.3,335,146,43.6,312,0,0,0,0,0,0,0,0,0,0,69,71,96,76,234,75,78,25,3,1,252,80.8,48,15.4,3,1,6,1.9,62,19.9,5,1.6,263,84.3,69.8
"School","17K590","Medgar Evers College Preparatory School","All Grades","2016-17","All Students","All Students",201016,17626,183390,91.2,1231,340,27.6,1252,0,0,0,0,0,0,0,112,99,96,250,219,221,255,683,54.6,569,45.4,35,2.8,1104,88.2,61,4.9,44,3.5,8,0.6,80,6.4,5,0.4,911,72.8,46.3
"School","17K600","Clara Barton High School","All Grades","2016-17","All Students","All Students",197778,22552,175226,88.6,1260,397,31.5,1244,0,0,0,0,0,0,0,0,0,0,412,351,238,243,873,70.2,371,29.8,13,1,1106,88.9,82,6.6,35,2.8,8,0.6,229,18.4,107,8.6,1006,80.9,60
"School","17K705","Brooklyn Arts and Science Elementary School","All Grades","2016-17","All Students","All Students",66660,4707,61953,92.9,395,87,22,378,53,78,61,60,53,43,30,0,0,0,0,0,0,0,175,46.3,203,53.7,20,5.3,176,46.6,108,28.6,4,1.1,70,18.5,102,27,40,10.6,244,64.6,54.4
"School","17K722","New Heights Middle School","All Grades","2016-17","All Students","All Students",44005,4074,39931,90.7,266,88,33.1,250,0,0,0,0,0,0,0,69,67,114,0,0,0,0,112,44.8,138,55.2,2,0.8,202,80.8,32,12.8,11,4.4,3,1.2,71,28.4,13,5.2,199,79.6,75.3
"School","17K745","Brooklyn Institute for Liberal Arts","All Grades","2016-17","All Students","All Students",58683,4227,54456,92.8,376,75,19.9,359,0,0,0,0,0,0,0,0,0,0,107,93,72,87,177,49.3,182,50.7,4,1.1,319,88.9,24,6.7,7,1.9,5,1.4,71,19.8,20,5.6,321,89.4,61.5
"School","17K751","Academy for Health Careers","All Grades","2016-17","All Students","All Students",60498,10598,49900,82.5,390,224,57.4,399,0,0,0,0,0,0,0,0,0,0,119,102,97,81,274,68.7,125,31.3,13,3.3,327,82,36,9,17,4.3,6,1.5,64,16,19,4.8,319,79.9,71.6
"School","17K770","P.S. 770 New American Academy","All Grades","2016-17","All Students","All Students",48647,3300,45347,93.2,294,61,20.7,276,34,53,52,48,36,19,34,0,0,0,0,0,0,0,141,51.1,135,48.9,4,1.4,169,61.2,23,8.3,33,12,47,17,40,14.5,4,1.4,171,62,50.2
"School","18K066","P.S. 66","All Grades","2016-17","All Students","All Students",140643,7298,133345,94.8,817,100,12.2,814,18,65,68,79,86,91,93,109,103,102,0,0,0,0,430,52.8,384,47.2,5,0.6,719,88.3,59,7.2,13,1.6,18,2.2,89,10.9,19,2.3,606,74.4,49.3
"School","18K068","I.S. 068 Isaac Bildersee","All Grades","2016-17","All Students","All Students",70646,5667,64979,92,432,123,28.5,393,0,0,0,0,0,0,0,117,131,145,0,0,0,0,182,46.3,211,53.7,5,1.3,341,86.8,26,6.6,5,1.3,16,4.1,114,29,76,19.3,273,69.5,56.4
"School","18K114","P.S. 114 Ryder Elementary","All Grades","2016-17","All Students","All Students",94314,7308,87006,92.3,593,155,26.1,521,39,74,63,93,67,100,85,0,0,0,0,0,0,0,256,49.1,265,50.9,8,1.5,419,80.4,53,10.2,3,0.6,38,7.3,117,22.5,74,14.2,341,65.5,67.8
"School","18K115","P.S. 115 Daniel Mucatel School","All Grades","2016-17","All Students","All Students",179827,11099,168728,93.8,1090,211,19.4,1014,97,140,142,148,171,164,152,0,0,0,0,0,0,0,516,50.9,498,49.1,34,3.4,840,82.8,85,8.4,13,1.3,42,4.1,175,17.3,56,5.5,483,47.6,50.1
"School","18K135","P.S. 135 Sheldon A. Brookner","All Grades","2016-17","All Students","All Students",107994,6495,101499,94,640,111,17.3,608,35,63,103,102,90,115,100,0,0,0,0,0,0,0,306,50.3,302,49.7,3,0.5,508,83.6,51,8.4,11,1.8,35,5.8,62,10.2,38,6.3,550,90.5,65.7
"School","18K208","P.S. 208 Elsa Ebeling","All Grades","2016-17","All Students","All Students",77923,5289,72634,93.2,471,118,25.1,436,36,65,55,66,62,84,68,0,0,0,0,0,0,0,213,48.9,223,51.1,6,1.4,400,91.7,20,4.6,2,0.5,8,1.8,104,23.9,11,2.5,380,87.2,54.4
"School","18K211","I.S. 211 John Wilson","All Grades","2016-17","All Students","All Students",94470,6587,87883,93,568,120,21.1,539,0,0,0,0,0,0,0,173,180,186,0,0,0,0,262,48.6,277,51.4,5,0.9,464,86.1,55,10.2,5,0.9,10,1.9,134,24.9,20,3.7,437,81.1,59.3
"School","18K219","P.S. 219 Kennedy-King","All Grades","2016-17","All Students","All Students",93158,9097,84061,90.2,596,217,36.4,536,59,81,69,82,63,107,75,0,0,0,0,0,0,0,274,51.1,262,48.9,10,1.9,446,83.2,65,12.1,7,1.3,8,1.5,116,21.6,46,8.6,367,68.5,71.5
"School","18K233","P.S. 233 Langston Hughes","All Grades","2016-17","All Students","All Students",84892,6797,78095,92,516,161,31.2,479,55,64,85,52,76,69,78,0,0,0,0,0,0,0,243,50.7,236,49.3,6,1.3,442,92.3,25,5.2,3,0.6,3,0.6,88,18.4,14,2.9,421,87.9,55.6
"School","18K235","P.S. 235 Janice Marie Knight School","All Grades","2016-17","All Students","All Students",220554,10277,210277,95.3,1280,168,13.1,1262,34,139,161,194,145,159,124,102,93,111,0,0,0,0,689,54.6,573,45.4,15,1.2,1181,93.6,22,1.7,23,1.8,21,1.7,100,7.9,22,1.7,909,72,47.8
"School","18K244","P.S. 244 Richard R. Green","All Grades","2016-17","All Students","All Students",97698,8326,89372,91.5,591,178,30.1,550,26,75,63,80,97,109,100,0,0,0,0,0,0,0,267,48.5,283,51.5,1,0.2,522,94.9,20,3.6,2,0.4,5,0.9,129,23.5,22,4,464,84.4,59.4
"School","18K268","P.S. 268 Emma Lazarus","All Grades","2016-17","All Students","All Students",73835,6235,67600,91.6,454,138,30.4,424,32,67,73,54,58,61,79,0,0,0,0,0,0,0,217,51.2,207,48.8,2,0.5,378,89.2,31,7.3,1,0.2,12,2.8,71,16.7,32,7.5,360,84.9,67.2
"School","18K272","P.S. 272 Curtis Estabrook","All Grades","2016-17","All Students","All Students",84497,8712,75785,89.7,531,221,41.6,488,50,66,72,86,74,88,52,0,0,0,0,0,0,0,245,50.2,243,49.8,22,4.5,378,77.5,66,13.5,14,2.9,8,1.6,142,29.1,21,4.3,467,95.7,80.5
"School","18K276","P.S. 276 Louis Marshall","All Grades","2016-17","All Students","All Students",117494,8392,109102,92.9,716,155,21.6,657,77,91,95,77,108,107,102,0,0,0,0,0,0,0,306,46.6,351,53.4,13,2,591,90,27,4.1,10,1.5,16,2.4,119,18.1,70,10.7,574,87.4,53.8
"School","18K279","P.S. 279 Herman Schreiber","All Grades","2016-17","All Students","All Students",80751,5521,75230,93.2,488,109,22.3,462,51,55,71,70,68,77,70,0,0,0,0,0,0,0,234,50.6,228,49.4,7,1.5,422,91.3,22,4.8,5,1.1,6,1.3,54,11.7,19,4.1,393,85.1,54
"School","18K285","I.S. 285 Meyer Levin","All Grades","2016-17","All Students","All Students",115031,9448,105583,91.8,675,172,25.5,663,0,0,0,0,0,0,0,239,190,234,0,0,0,0,335,50.5,328,49.5,4,0.6,629,94.9,22,3.3,4,0.6,4,0.6,122,18.4,10,1.5,550,83,59.2
"School","18K366","The Science And Medicine Middle School","All Grades","2016-17","All Students","All Students",75231,4596,70635,93.9,435,87,20,431,0,0,0,0,0,0,0,132,137,162,0,0,0,0,215,49.9,216,50.1,2,0.5,399,92.6,24,5.6,2,0.5,4,0.9,89,20.6,5,1.2,356,82.6,56.2
"School","18K563","It Takes a Village Academy","All Grades","2016-17","All Students","All Students",115776,10539,105237,90.9,745,154,20.7,733,0,0,0,0,0,0,0,0,0,1,215,178,174,165,300,40.9,433,59.1,10,1.4,636,86.8,51,7,24,3.3,12,1.6,100,13.6,133,18.1,509,69.4,67.5
"School","18K566","Brooklyn Generation School","All Grades","2016-17","All Students","All Students",35231,3358,31873,90.5,232,55,23.7,227,0,0,0,0,0,0,0,0,0,0,63,68,42,54,85,37.4,142,62.6,3,1.3,199,87.7,19,8.4,5,2.2,1,0.4,48,21.1,13,5.7,168,74,60.5
"School","18K567","Brooklyn Theatre Arts High School","All Grades","2016-17","All Students","All Students",59914,10631,49283,82.3,402,248,61.7,372,0,0,0,0,0,0,0,0,0,0,110,90,77,95,207,55.6,165,44.4,3,0.8,304,81.7,45,12.1,14,3.8,6,1.6,63,16.9,9,2.4,293,78.8,66.8
"School","18K569","Kurt Hahn Expeditionary Learning School","All Grades","2016-17","All Students","All Students",60512,6742,53770,88.9,394,138,35,382,0,0,0,0,0,0,0,0,0,0,102,122,81,77,155,40.6,227,59.4,2,0.5,355,92.9,23,6,2,0.5,0,0,87,22.8,12,3.1,285,74.6,61.4
"School","18K576","Victory Collegiate High School","All Grades","2016-17","All Students","All Students",53048,6487,46561,87.8,342,132,38.6,340,0,0,0,0,0,0,0,0,0,0,87,90,86,77,145,42.6,195,57.4,2,0.6,300,88.2,22,6.5,14,4.1,2,0.6,82,24.1,6,1.8,250,73.5,61.4
"School","18K581","East Flatbush Community Research School","All Grades","2016-17","All Students","All Students",22920,987,21933,95.7,143,21,14.7,127,0,0,0,0,0,0,0,58,27,42,0,0,0,0,59,46.5,68,53.5,0,0,107,84.3,7,5.5,8,6.3,5,3.9,32,25.2,20,15.7,121,95.3,65.9
"School","18K588","Middle School for Art and Philosophy","All Grades","2016-17","All Students","All Students",33512,2823,30689,91.6,201,56,27.9,191,0,0,0,0,0,0,0,62,68,61,0,0,0,0,94,49.2,97,50.8,1,0.5,162,84.8,15,7.9,6,3.1,7,3.7,58,30.4,17,8.9,178,93.2,68.5
"School","18K598","Middle School of Marketing and Legal Studies","All Grades","2016-17","All Students","All Students",27400,2131,25269,92.2,161,37,23,155,0,0,0,0,0,0,0,44,51,60,0,0,0,0,81,52.3,74,47.7,5,3.2,134,86.5,10,6.5,1,0.6,5,3.2,30,19.4,13,8.4,122,78.7,68.2
"School","18K617","High School for Innovation in Advertising and Medi","All Grades","2016-17","All Students","All Students",45984,6248,39736,86.4,309,141,45.6,282,0,0,0,0,0,0,0,0,0,0,80,93,64,45,95,33.7,187,66.3,3,1.1,239,84.8,32,11.3,3,1.1,5,1.8,48,17,23,8.2,207,73.4,58.9
"School","18K629","Cultural Academy for the Arts and Sciences","All Grades","2016-17","All Students","All Students",54539,7341,47198,86.5,374,126,33.7,332,0,0,0,0,0,0,0,0,0,0,122,85,53,72,141,42.5,191,57.5,4,1.2,290,87.3,27,8.1,6,1.8,5,1.5,71,21.4,30,9,250,75.3,55.6
"School","18K633","High School for Medical Professions","All Grades","2016-17","All Students","All Students",69029,6543,62486,90.5,437,131,30,428,0,0,0,0,0,0,0,0,0,0,114,108,108,98,295,68.9,133,31.1,13,3,349,81.5,57,13.3,2,0.5,7,1.6,67,15.7,15,3.5,404,94.4,58.3
"School","18K637","Academy for Conservation and the Environment","All Grades","2016-17","All Students","All Students",43979,7834,36145,82.2,298,158,53,284,0,0,0,0,0,0,0,0,0,0,84,72,73,55,111,39.1,173,60.9,15,5.3,223,78.5,25,8.8,2,0.7,19,6.7,54,19,32,11.3,227,79.9,66.2
"School","18K642","Urban Action Academy","All Grades","2016-17","All Students","All Students",48130,9388,38742,80.5,327,181,55.4,310,0,0,0,0,0,0,0,0,0,0,59,87,83,81,117,37.7,193,62.3,4,1.3,247,79.7,35,11.3,4,1.3,20,6.5,69,22.3,37,11.9,233,75.2,61.2
"School","18K763","Brooklyn Science and Engineering Academy","All Grades","2016-17","All Students","All Students",39483,2086,37397,94.7,227,32,14.1,225,0,0,0,0,0,0,0,76,78,71,0,0,0,0,86,38.2,139,61.8,1,0.4,215,95.6,5,2.2,3,1.3,1,0.4,36,16,4,1.8,178,79.1,48.5
"School","19K007","P.S. 007 Abraham Lincoln","All Grades","2016-17","All Students","All Students",160167,11704,148463,92.7,948,254,26.8,918,36,119,167,137,148,135,176,0,0,0,0,0,0,0,468,51,450,49,67,7.3,95,10.3,725,79,17,1.9,14,1.5,171,18.6,173,18.8,860,93.7,69.6
"School","19K013","P.S. 013 Roberto Clemente","All Grades","2016-17","All Students","All Students",87107,8770,78337,89.9,553,233,42.1,501,37,79,84,74,82,84,61,0,0,0,0,0,0,0,241,48.1,260,51.9,15,3,318,63.5,142,28.3,8,1.6,18,3.6,116,23.2,69,13.8,479,95.6,84.8
"School","19K065","P.S. 065","All Grades","2016-17","All Students","All Students",112823,7832,104991,93.1,689,158,22.9,642,0,93,109,97,130,107,106,0,0,0,0,0,0,0,303,47.2,339,52.8,21,3.3,55,8.6,533,83,28,4.4,5,0.8,89,13.9,178,27.7,447,69.6,76.8
"School","19K089","P.S. 089 Cypress Hills","All Grades","2016-17","All Students","All Students",80194,4174,76020,94.8,471,68,14.4,462,18,42,48,42,44,49,52,52,55,60,0,0,0,0,244,52.8,218,47.2,4,0.9,16,3.5,436,94.4,6,1.3,0,0,122,26.4,194,42,437,94.6,77.5
"School","19K108","P.S. 108 Sal Abbracciamento","All Grades","2016-17","All Students","All Students",174389,12192,162197,93,1048,256,24.4,996,106,153,151,161,135,138,152,0,0,0,0,0,0,0,481,48.3,515,51.7,59,5.9,115,11.5,787,79,21,2.1,14,1.4,237,23.8,133,13.4,706,70.9,74.8
"School","19K149","P.S. 149 Danny Kaye","All Grades","2016-17","All Students","All Students",127228,12658,114570,90.1,784,318,40.6,704,71,97,93,119,115,98,111,0,0,0,0,0,0,0,359,51,345,49,25,3.6,442,62.8,229,32.5,7,1,1,0.1,110,15.6,50,7.1,678,96.3,83.9
"School","19K158","P.S. 158 Warwick","All Grades","2016-17","All Students","All Students",107753,9607,98146,91.1,652,234,35.9,612,53,107,92,84,91,103,82,0,0,0,0,0,0,0,314,51.3,298,48.7,5,0.8,334,54.6,256,41.8,13,2.1,4,0.7,124,20.3,49,8,581,94.9,84.6
"School","19K159","P.S. 159 Isaac Pitkin","All Grades","2016-17","All Students","All Students",147970,12301,135669,91.7,901,283,31.4,854,0,128,160,132,134,165,135,0,0,0,0,0,0,0,420,49.2,434,50.8,295,34.5,312,36.5,217,25.4,23,2.7,7,0.8,135,15.8,175,20.5,626,73.3,79
"School","19K171","I.S. 171 Abraham Lincoln","All Grades","2016-17","All Students","All Students",80060,5083,74977,93.7,484,109,22.5,458,0,0,0,0,0,0,0,148,155,155,0,0,0,0,239,52.2,219,47.8,26,5.7,50,10.9,357,77.9,16,3.5,9,2,87,19,120,26.2,437,95.4,71.2
"School","19K190","P.S. 190 Sheffield","All Grades","2016-17","All Students","All Students",29676,3809,25867,87.2,192,95,49.5,160,18,25,17,26,29,24,21,0,0,0,0,0,0,0,94,58.7,66,41.2,1,0.6,121,75.6,35,21.9,0,0,3,1.9,23,14.4,6,3.8,150,93.8,78.8
"School","19K202","P.S. 202 Ernest S. Jenkyns","All Grades","2016-17","All Students","All Students",85903,9578,76325,88.9,544,259,47.6,480,36,56,80,93,70,83,62,0,0,0,0,0,0,0,227,47.3,253,52.7,11,2.3,286,59.6,169,35.2,7,1.5,7,1.5,140,29.2,36,7.5,455,94.8,84.5
"School","19K213","P.S. 213 New Lots","All Grades","2016-17","All Students","All Students",57589,6874,50715,88.1,376,177,47.1,331,37,50,39,50,46,62,47,0,0,0,0,0,0,0,164,49.5,167,50.5,5,1.5,247,74.6,59,17.8,4,1.2,16,4.8,59,17.8,27,8.2,304,91.8,81.9
"School","19K214","P.S. 214 Michael Friedsam","All Grades","2016-17","All Students","All Students",165449,13948,151501,91.6,998,309,31,941,98,146,149,130,137,151,130,0,0,0,0,0,0,0,427,45.4,514,54.6,471,50.1,116,12.3,320,34,10,1.1,24,2.6,137,14.6,129,13.7,624,66.3,72.7
"School","19K218","J.H.S. 218 James P. Sinnott","All Grades","2016-17","All Students","All Students",70728,9151,61577,87.1,437,220,50.3,392,0,0,0,0,0,0,0,133,122,137,0,0,0,0,187,47.7,205,52.3,92,23.5,133,33.9,154,39.3,10,2.6,3,0.8,100,25.5,102,26,330,84.2,79.1
"School","19K224","P.S. 224 Hale A. Woodruff","All Grades","2016-17","All Students","All Students",76248,5943,70305,92.2,480,143,29.8,424,33,51,66,62,74,68,70,0,0,0,0,0,0,0,217,51.2,207,48.8,11,2.6,273,64.4,129,30.4,5,1.2,6,1.4,102,24.1,29,6.8,384,90.6,84.7
