model,split,mse,rmse,r2,adj_r2
rf,train,40.79132736069753,6.386808855813483,0.8249606448069633,0.8248062550780169
rf,tune,100.45384079891339,10.02266635177054,0.5566043446423818,0.5554413396447224
rf,test,130.07359111539793,11.404980978300575,0.4645886652745528,0.4631907244528153
