model,split,mse,rmse,r2,adj_r2
xgb,train,77.00267363097998,8.775116730333561,0.6695744117046549,0.6692829668638212
xgb,tune,90.93765223215038,9.536123543251229,0.5986080812094365,0.597555249947035
xgb,test,116.26754961263921,10.7827431395095,0.5214173500589153,0.5201677870042389
